Income,Recency,NumWebVisitsMonth,Education_encoded,Marital_Status_encoded,Age,Seniority,TotalMnt,TotalPurchases,TotalChildren,SpendPerIncome
75777.0,12,1,4,1.0,44,155,1438,21,0,0.018976483939929796
66653.0,18,3,3,2.0,51,165,612,22,2,0.009181744531460978
61823.0,26,7,3,1.0,74,160,884,24,1,0.014298654244306418
67680.0,8,5,5,5.0,75,156,606,19,1,0.00895376841358727
70666.0,29,4,3,2.0,78,150,1076,16,0,0.015226343271965698
25721.0,75,7,3,3.0,55,157,34,5,1,0.0013218256745198662
32474.0,0,7,3,2.0,59,145,11,4,2,0.0003387220939183988
88194.0,19,5,2,1.0,47,147,1274,32,1,0.014445263336923862
69096.0,4,4,3,2.0,68,152,653,18,1,0.009450482654818588
74854.0,90,5,3,2.0,56,158,1562,19,3,0.020867009551800146
66991.0,1,3,4,3.0,72,165,1253,21,0,0.01870372581800812
65031.0,29,7,3,3.0,67,159,863,30,1,0.013270389961864928
60631.0,88,7,5,3.0,51,158,661,24,2,0.010901834015041563
28332.0,58,2,3,3.0,74,145,65,8,0,0.0022941446369957293
40246.0,68,6,3,4.0,49,162,13,4,1,0.000323005441399359
75251.0,34,5,4,3.0,54,165,1890,19,0,0.0251156115452081
75825.0,40,4,3,1.0,50,164,2209,22,0,0.02913248753725635
26326.0,12,3,2,2.0,50,153,18,4,0,0.0006837087400767273
56046.0,9,8,3,2.0,61,161,692,21,0,0.01234678038075187
29760.0,87,8,3,1.0,41,165,165,12,1,0.005544168542723699
26304.0,5,7,3,3.0,57,155,16,4,1,0.0006082493822467212
23559.0,87,7,2,3.0,53,155,79,9,1,0.0033531409168081495
38620.0,56,3,4,2.0,63,157,318,11,0,0.008233862406462806
81361.0,18,1,3,4.0,39,147,778,27,0,0.009562203485656695
29440.0,95,7,3,3.0,66,154,56,7,2,0.0019021093033524676
36138.0,48,7,4,3.0,56,155,151,13,2,0.004178311519411162
50388.0,3,7,3,1.0,69,144,372,17,1,0.007382563654765921
79593.0,70,2,3,3.0,53,145,1366,19,0,0.017162097645551173
54178.0,79,2,3,2.0,59,148,194,10,1,0.0035807231584193138
42394.0,69,7,4,1.0,54,146,32,5,1,0.0007548059912725557
23626.0,84,5,5,3.0,56,144,43,10,1,0.0018199517501163922
30096.0,30,6,3,3.0,43,144,45,6,1,0.001495165631126026
47916.0,72,6,3,5.0,66,163,606,22,1,0.012646868543523175
51813.0,37,7,3,4.0,54,158,63,7,2,0.001215887597946501
78497.0,44,2,2,3.0,75,150,978,25,0,0.012458916150729955
50150.0,32,5,5,3.0,43,156,410,16,0,0.008175310562102451
47823.0,0,8,2,1.0,66,154,72,7,1,0.0015055202408832385
34554.0,43,6,5,1.0,67,146,55,7,1,0.0015916654608594994
85693.0,59,5,3,2.0,47,158,1169,27,1,0.013641561836301257
65846.0,68,4,5,3.0,81,157,1120,16,0,0.017009127219159568
87195.0,35,1,3,3.0,67,145,1097,20,0,0.01258085233267581
24594.0,94,5,1,2.0,47,150,29,5,1,0.0011791014433828013
49096.0,15,7,3,3.0,62,152,187,13,2,0.0038087866875776526
52413.0,56,6,3,3.0,57,160,910,26,2,0.017361773571946428
38557.0,17,7,3,1.0,48,162,145,9,1,0.003760568494216505
89058.0,18,2,4,3.0,66,162,850,14,0,0.009544234720803063
77298.0,46,3,3,2.0,47,151,969,24,1,0.012535737849131295
68126.0,40,9,5,1.0,35,163,1820,17,0,0.026714812042215274
57288.0,27,6,4,2.0,63,143,608,20,1,0.010612857616645429
86037.0,95,3,3,1.0,35,161,730,25,0,0.008484623073525651
43974.0,19,7,5,3.0,46,162,551,21,1,0.01252984650369528
50785.0,27,6,3,1.0,64,153,114,8,2,0.0022447131099121807
90765.0,25,1,3,3.0,56,148,1724,15,0,0.01899389639292246
36550.0,74,9,2,3.0,48,160,577,20,1,0.015786161801318706
30753.0,85,5,2,2.0,59,155,81,7,2,0.0026338037328477596
21918.0,37,6,3,2.0,57,151,33,7,1,0.001505543136091975
56129.0,65,4,4,2.0,73,156,660,22,1,0.011758417958311064
32557.0,13,5,4,1.0,59,147,80,9,1,0.0024571533878002334
19510.0,63,7,4,3.0,41,153,30,6,2,0.0015375941776433807
30992.0,83,7,3,4.0,50,158,43,5,1,0.001387410060336205
101970.0,69,2,3,1.0,43,159,1135,27,0,0.011130615567171058
71488.0,87,1,2,2.0,61,160,559,16,0,0.007819384800458812
79607.0,37,1,3,1.0,42,158,1923,16,0,0.024155863732288212
54348.0,51,6,4,3.0,73,144,90,8,2,0.0016559642311726067
77376.0,72,4,5,2.0,70,145,661,23,2,0.008542590175375111
62998.0,10,5,3,3.0,74,152,463,19,1,0.007349323005127066
73448.0,10,4,3,3.0,57,148,725,19,0,0.009870794701085107
41551.0,51,8,5,3.0,62,154,279,16,2,0.00671447824412784
62981.0,21,3,5,2.0,59,159,1482,23,0,0.023530532533104696
9548.0,31,8,1,4.0,50,166,29,6,1,0.003036967221698607
33762.0,61,8,5,3.0,67,155,106,9,3,0.0031395314397417292
36921.0,74,7,5,4.0,61,154,38,7,2,0.0010291966849033096
92859.0,46,2,4,1.0,34,164,2077,22,0,0.02236700409218178
65104.0,4,7,4,2.0,50,151,1053,17,1,0.016173872974425928
86111.0,73,2,3,3.0,64,158,1385,23,0,0.016083704942400596
68352.0,47,6,5,1.0,52,153,871,25,1,0.012742674059660878
41883.0,13,7,3,2.0,38,159,312,12,1,0.0074491452583325376
59809.0,36,8,3,3.0,50,164,877,15,2,0.014663099816084267
23957.0,47,6,3,3.0,51,163,68,6,1,0.002838300358961516
38547.0,49,8,3,2.0,45,153,22,4,1,0.0005707170281207844
35688.0,94,8,2,3.0,53,166,211,16,3,0.005912185827565916
49605.0,65,3,4,3.0,60,143,127,8,0,0.0025601741724791357
59354.0,59,3,4,3.0,73,145,459,16,2,0.007733131159969674
65747.0,96,6,3,3.0,57,147,460,19,1,0.006996410537202653
46344.0,28,7,2,2.0,54,162,429,17,1,0.009256661991584854
61010.0,57,5,5,2.0,74,164,1021,26,1,0.016734687187556344
69372.0,10,4,3,2.0,77,160,1381,21,0,0.019906880198348062
49967.0,4,7,3,1.0,68,155,306,15,1,0.006123919308357349
60199.0,49,4,3,1.0,48,153,18,4,3,0.0002990033222591362
55375.0,3,2,3,2.0,49,152,162,9,1,0.0029254550707887893
80317.0,64,1,3,1.0,71,154,1231,18,0,0.015326576856993452
30523.0,0,7,4,1.0,68,155,13,4,3,0.00042589437819420784
70356.0,20,6,5,3.0,81,163,1706,27,0,0.024247764970081156
23228.0,91,8,3,3.0,42,149,121,11,1,0.005209005983899436
74165.0,9,2,5,4.0,51,157,1293,20,0,0.01743386457406359
157243.0,98,0,5,3.0,53,147,1608,37,1,0.010226145353717788
43482.0,83,6,3,2.0,60,151,88,9,3,0.002023779408044523
62551.0,27,3,3,4.0,73,151,421,18,0,0.006730400306944622
52332.0,63,4,3,4.0,67,153,259,12,0,0.004949076108765024
66951.0,46,1,3,1.0,38,151,1117,15,0,0.0166835942167523
26091.0,84,5,3,2.0,69,147,89,9,2,0.0034110072052736472
33456.0,58,7,3,2.0,61,145,36,6,2,0.0010760080102818544
28718.0,78,8,3,3.0,44,155,57,7,1,0.001984748772589575
50447.0,4,6,3,3.0,56,145,148,8,2,0.0029337139232477006
53537.0,17,5,5,2.0,67,148,93,8,2,0.0017370839403787965
52074.0,77,4,3,1.0,59,146,119,7,1,0.00228516562650024
80427.0,56,5,5,3.0,51,165,1835,28,1,0.022815437409857264
83837.0,79,4,5,3.0,78,162,1318,25,0,0.015720794866289748
38853.0,90,7,5,3.0,56,144,45,7,2,0.0011581819117722756
38285.0,96,2,3,2.0,67,143,10,4,3,0.0002611920806561145
78497.0,44,2,2,3.0,75,150,978,25,0,0.012458916150729955
51650.0,81,5,5,3.0,50,145,191,10,1,0.0036978954908907864
16248.0,77,6,2,3.0,38,145,57,9,1,0.0035079081789648595
66835.0,21,2,4,3.0,80,152,1033,24,0,0.01545574241426776
30477.0,16,6,4,3.0,42,148,66,6,1,0.002165496423649846
28249.0,80,6,1,3.0,65,144,43,6,0,0.0015221238938053097
25271.0,45,9,3,3.0,43,162,50,5,1,0.001978474200696423
32303.0,63,5,5,1.0,56,147,39,7,1,0.0012072808320950966
61286.0,34,5,3,3.0,60,154,608,18,1,0.009920537797575343
74068.0,14,2,3,3.0,50,159,1581,24,0,0.021344962129905897
45759.0,13,7,5,3.0,62,159,68,7,2,0.001486013986013986
24882.0,52,6,1,2.0,48,165,80,5,1,0.0032150464172326487
66973.0,98,3,5,2.0,37,157,1282,28,0,0.019141756502523366
36640.0,99,5,2,4.0,126,152,65,6,1,0.001773969051063017
38872.0,93,8,3,3.0,38,156,91,8,1,0.00234095644792015
51148.0,38,6,3,3.0,53,160,315,16,2,0.006158478171616259
31353.0,24,8,3,3.0,49,149,31,6,2,0.0009887095745359444
69661.0,80,3,4,3.0,46,145,834,23,0,0.011972093824466712
80067.0,82,2,3,3.0,72,153,1600,17,0,0.01998301443772793
86718.0,20,2,3,3.0,72,161,1270,17,0,0.014645002825217081
46854.0,81,8,5,1.0,53,146,263,15,2,0.0056130615729377865
69142.0,50,5,3,4.0,74,143,535,19,1,0.007737587319034464
75922.0,60,1,3,1.0,58,150,1295,18,0,0.017056754870065725
63693.0,63,6,3,4.0,48,152,1150,29,1,0.01805507583131849
102160.0,54,4,5,2.0,49,163,1240,26,0,0.012137704211979131
40637.0,72,7,5,1.0,61,155,38,6,2,0.000935085388060436
18890.0,5,6,4,1.0,42,163,35,4,0,0.0018527341061881318
29604.0,88,9,3,2.0,38,150,53,5,1,0.001790238135450093
48721.0,50,6,4,4.0,63,157,293,17,2,0.006013710438816141
44794.0,99,6,3,3.0,60,144,65,6,1,0.0014510548052237974
64497.0,17,8,3,4.0,72,165,1804,29,1,0.02796985953052808
46097.0,11,4,3,2.0,70,158,241,15,1,0.005227992537637208
77972.0,18,1,3,2.0,72,147,1101,20,0,0.014120272401985302
44377.0,70,8,5,3.0,58,164,264,19,2,0.0059488935959259095
46014.0,21,7,4,2.0,52,161,541,26,2,0.011757035749212214
70951.0,66,1,3,3.0,41,157,1198,17,0,0.01688465441425189
41443.0,79,8,3,3.0,49,146,482,20,1,0.011630151529775118
52195.0,2,8,2,1.0,48,145,17,4,3,0.0003256954555904667
83790.0,81,3,4,3.0,78,151,1615,25,0,0.0192741463880369
44551.0,24,7,4,5.0,72,153,285,12,1,0.006397019213503322
69508.0,48,6,3,2.0,46,163,1135,28,1,0.01632882072825102
45204.0,93,3,2,2.0,38,146,114,7,1,0.0025218449286583343
72460.0,56,1,3,3.0,57,151,1047,16,0,0.01444915195760478
77622.0,3,3,5,2.0,56,146,714,22,2,0.00919830462620615
30732.0,44,8,5,3.0,46,161,185,13,1,0.006019588064946475
63887.0,38,6,3,4.0,64,165,1245,32,1,0.01948722764838467
42011.0,46,8,3,2.0,48,158,189,12,1,0.004498714652956298
51369.0,84,8,3,2.0,50,164,576,16,1,0.011212770099279736
51537.0,27,8,3,4.0,74,162,1103,18,1,0.021401684194186813
79930.0,72,2,5,3.0,54,166,1753,17,0,0.02193141584616732
34320.0,66,8,5,2.0,40,148,17,4,1,0.0004953235628332508
37070.0,30,7,3,1.0,60,159,433,23,2,0.011680289174826684
81975.0,2,7,2,4.0,64,161,1588,14,1,0.019371523372694446
38590.0,65,8,3,2.0,55,157,22,4,1,0.0005700811069938587
15033.0,37,3,3,1.0,75,146,19,5,0,0.0012638020486896368
62745.0,89,5,5,3.0,61,159,1117,29,1,0.01780193159723329
22212.0,49,6,2,3.0,51,150,69,8,1,0.003106289109980642
23661.0,46,7,4,2.0,44,150,23,5,1,0.0009720226523539853
79761.0,32,3,5,1.0,68,152,605,19,1,0.007585065570070961
7500.0,54,7,3,1.0,53,149,57,11,1,0.007598986801759766
60182.0,23,4,2,1.0,133,145,22,4,1,0.00036555173387833775
73455.0,98,3,3,5.0,58,151,2088,22,0,0.02842517969941189
64961.0,97,3,3,2.0,68,162,1009,16,1,0.015532157261168068
22804.0,75,9,3,1.0,55,154,26,5,1,0.0011401008550756414
73687.0,8,2,3,3.0,36,150,1627,22,0,0.022079578764520682
61074.0,37,7,3,3.0,68,166,1102,31,1,0.018043389275480964
31686.0,31,6,5,3.0,62,144,17,6,2,0.0005364976173194055
80134.0,40,6,3,3.0,54,157,1690,16,1,0.021089411617894804
75027.0,74,5,3,3.0,73,161,1390,21,1,0.01852641680439303
67546.0,90,3,5,3.0,38,165,2126,20,0,0.03147438080151598
65176.0,57,6,4,2.0,57,163,1531,25,1,0.023489881399880327
31160.0,59,8,4,1.0,51,153,64,7,1,0.0020538493629857833
29938.0,52,6,3,1.0,41,151,26,6,1,0.0008684324793747286
102692.0,5,2,3,4.0,52,158,1112,29,0,0.010828391419084066
26490.0,92,6,2,2.0,68,165,210,11,0,0.007927220565475067
75702.0,77,8,3,2.0,59,165,1148,26,2,0.015164524523466706
30899.0,35,6,5,1.0,52,164,33,6,1,0.0010679611650485437
63342.0,48,6,5,2.0,65,164,1101,19,1,0.017381557551742102
45989.0,97,3,3,1.0,62,164,322,16,1,0.007001522070015221
18701.0,95,5,3,1.0,62,156,44,10,2,0.0023526895519195806
40737.0,24,8,5,1.0,69,150,17,4,3,0.0004173008002356522
15287.0,60,7,3,4.0,47,164,31,6,1,0.0020277341705913134
69674.0,46,5,5,4.0,58,157,845,25,2,0.01212773591675637
44159.0,85,5,4,3.0,56,144,275,15,1,0.006227355072463768
37717.0,31,9,5,3.0,48,163,25,4,1,0.000662813510790604
43776.0,9,8,4,2.0,74,160,275,17,2,0.006281837494574776
38179.0,30,7,4,3.0,60,159,90,11,2,0.002357255107386066
80124.0,47,1,3,3.0,63,143,1495,19,0,0.018658346333853354
38097.0,70,7,5,3.0,56,164,184,11,2,0.004829649850385847
72940.0,13,1,3,3.0,56,156,981,13,0,0.013449226086837306
22070.0,11,6,3,2.0,56,152,67,8,1,0.003035657650310362
69267.0,31,7,3,1.0,73,165,1635,14,0,0.023603972974533694
31788.0,15,5,4,1.0,43,146,60,10,1,0.0018874453427286167
61905.0,2,5,5,2.0,51,148,231,12,1,0.0037314638322618163
29315.0,55,6,3,3.0,66,146,48,10,2,0.001637331150225133
33378.0,38,7,3,4.0,63,160,99,9,2,0.0029659366667665298
66313.0,86,4,5,2.0,63,153,770,23,1,0.011611424435262538
60714.0,56,5,3,1.0,70,161,957,23,0,0.01576216750391172
77882.0,29,1,4,2.0,45,145,818,12,0,0.010502933888011504
69867.0,30,1,5,1.0,40,158,925,17,0,0.013239251159329021
63841.0,64,6,4,4.0,58,158,908,22,1,0.014222612073556592
24480.0,46,7,1,3.0,45,160,102,10,1,0.004166496466647605
51369.0,84,8,3,2.0,50,164,576,16,1,0.011212770099279736
37760.0,20,7,3,2.0,80,165,317,13,0,0.008394904795953497
65640.0,74,2,5,2.0,52,147,461,15,1,0.007023049618378757
44319.0,18,5,4,3.0,51,146,37,7,2,0.0008348375451263538
30631.0,75,7,3,3.0,52,155,70,7,1,0.0022851919561243145
75278.0,17,3,3,2.0,74,160,930,23,0,0.0123540429601881
50898.0,88,5,4,2.0,70,161,859,33,2,0.016876559460893142
79946.0,19,3,3,5.0,60,145,1478,22,0,0.018487247801668605
35416.0,62,8,4,4.0,77,156,390,16,0,0.011011661066719372
32414.0,11,7,2,2.0,42,155,52,5,0,0.0016041955884621318
38361.0,74,7,3,2.0,57,149,137,10,1,0.0035712423752671915
82497.0,32,4,3,3.0,46,163,1919,19,0,0.023261169967756793
16626.0,76,9,3,2.0,55,149,68,9,2,0.00408973356588681
29672.0,6,6,3,2.0,61,159,25,4,2,0.0008425167660836451
55951.0,62,8,4,2.0,74,166,1374,23,1,0.02455676293966257
35388.0,20,7,2,4.0,38,159,32,5,1,0.0009042357794794993
42386.0,43,8,4,2.0,40,161,100,7,1,0.002359213909925213
68627.0,45,1,3,1.0,44,161,825,12,0,0.012021332400769365
57912.0,34,5,5,4.0,61,147,916,28,1,0.01581682869131283
35246.0,53,5,3,4.0,68,146,62,11,2,0.001759014951627089
58821.0,44,6,2,2.0,70,152,728,21,1,0.012376321784366394
46377.0,89,4,5,3.0,48,147,90,7,1,0.0019405752727586355
39747.0,43,8,3,1.0,38,146,273,13,1,0.006868270101640334
23976.0,68,7,3,2.0,42,149,66,10,1,0.0027526379446970012
80950.0,44,2,4,3.0,65,158,1213,23,0,0.014984373262838012
27038.0,64,9,3,5.0,60,165,107,7,0,0.0039572469396057545
77457.0,85,1,3,1.0,79,147,1157,18,0,0.014937127217330683
64100.0,93,7,4,3.0,62,153,546,18,1,0.008517807834511162
42670.0,12,4,4,2.0,34,157,241,11,0,0.005647863888823791
12571.0,86,6,3,4.0,50,149,53,11,1,0.004215717467387846
22574.0,28,7,3,3.0,59,151,37,7,3,0.0016389811738648948
70893.0,42,3,4,1.0,50,160,1508,23,0,0.02127119361299969
54198.0,13,4,3,3.0,60,150,235,16,2,0.0043358733555969664
28839.0,86,5,4,2.0,70,147,32,7,2,0.0011095700416088765
40321.0,59,7,3,3.0,54,154,102,8,2,0.0025296364267645456
66503.0,30,3,3,1.0,41,166,401,15,1,0.0060297124984963315
30833.0,33,5,3,3.0,75,155,28,6,2,0.0009080884737627295
64795.0,23,2,3,3.0,55,161,680,21,1,0.010494474967590591
34421.0,81,7,3,3.0,52,155,30,4,1,0.0008715356458079135
47025.0,6,7,5,4.0,61,148,20,4,2,0.0004252966444094756
64325.0,41,7,5,4.0,65,160,1307,23,1,0.020318378260734384
40464.0,78,8,3,1.0,73,161,630,24,1,0.015569010255776597
62187.0,49,3,3,3.0,69,155,1283,18,0,0.02063098990158873
14849.0,39,8,5,4.0,50,155,65,9,1,0.004377104377104377
27255.0,3,7,3,3.0,42,151,37,5,1,0.0013574992662166128
54432.0,37,4,5,3.0,76,157,38,5,3,0.0006981059283890287
29999.0,22,8,5,1.0,40,160,160,12,1,0.005333333333333333
24072.0,79,8,3,1.0,43,158,23,4,1,0.0009554272421384954
33996.0,46,4,5,1.0,37,153,71,6,0,0.0020884195664323322
66334.0,82,5,5,3.0,70,158,1161,19,1,0.0175020728122409
35178.0,10,7,4,3.0,55,161,59,5,1,0.0016771369282810769
22010.0,51,8,3,2.0,43,155,33,7,1,0.0014992503748125937
62204.0,38,3,3,4.0,66,165,946,22,2,0.015207780725022104
75693.0,10,4,3,4.0,58,162,1442,22,0,0.019050387084841598
30675.0,14,8,3,3.0,54,163,62,5,1,0.002021124005737384
83003.0,18,3,3,2.0,61,159,1674,22,0,0.020167702761312706
83532.0,36,1,5,2.0,127,152,1853,15,0,0.022182849891659584
68655.0,95,3,3,1.0,38,166,1538,21,0,0.022401538103006293
41411.0,11,6,3,4.0,40,150,139,8,0,0.0033565150198010237
55212.0,65,8,5,3.0,57,163,1182,20,1,0.021408001738720952
59292.0,71,3,5,2.0,76,156,507,18,1,0.00855075641306731
27190.0,13,8,1,2.0,53,154,18,4,1,0.0006619837446213821
82623.0,58,1,3,4.0,74,151,940,16,0,0.011376839659178932
44300.0,65,6,3,3.0,61,155,42,6,2,0.0009480598632085054
84835.0,0,1,3,4.0,56,144,1190,15,0,0.014027063982271677
30372.0,33,7,3,5.0,55,161,44,8,2,0.0014486550554769038
33181.0,90,6,4,3.0,50,149,16,4,1,0.000482189138689651
71113.0,95,4,3,3.0,69,150,835,26,1,0.011741710493011221
71952.0,93,4,3,3.0,40,161,1443,22,1,0.020054757967006242
69759.0,38,3,5,1.0,60,151,1029,18,0,0.014750573394495413
72099.0,18,1,3,3.0,52,163,1188,18,0,0.01647711511789182
60000.0,57,6,5,1.0,50,162,1277,24,1,0.021282978617023048
38643.0,45,7,3,1.0,48,150,49,7,2,0.0012679846806748784
50737.0,61,6,3,3.0,71,157,99,7,1,0.0019512002838109504
68462.0,6,1,5,3.0,57,162,1670,15,0,0.024392737683128114
65073.0,65,2,4,3.0,83,154,900,14,0,0.013830408458063128
46681.0,52,5,5,2.0,78,152,425,16,2,0.009104151493080845
78618.0,87,2,3,3.0,69,164,2153,22,0,0.027385237665195437
62187.0,38,4,5,5.0,57,146,636,21,1,0.010227053450826525
28442.0,53,4,3,3.0,48,147,57,10,2,0.002004008016032064
37717.0,31,9,5,3.0,48,163,25,4,1,0.000662813510790604
51479.0,67,7,3,3.0,59,161,494,22,2,0.009595959595959595
54803.0,65,4,3,1.0,57,166,693,19,1,0.012645062404204073
79530.0,64,2,3,3.0,66,157,1348,26,0,0.016949365656159232
31615.0,82,7,3,4.0,50,159,51,7,1,0.0016131072874493928
72025.0,27,3,3,2.0,64,163,1932,16,0,0.026823647016355204
52614.0,63,8,5,1.0,51,162,990,16,1,0.018815927017010358
35684.0,66,6,2,3.0,42,145,30,5,1,0.0008406893652795292
48178.0,69,8,3,3.0,51,163,254,16,2,0.0052720064758504746
29548.0,52,4,4,1.0,56,153,29,5,1,0.0009814206910555348
63810.0,45,8,3,1.0,60,163,1371,23,1,0.021485323846985628
38578.0,2,8,5,1.0,54,156,73,9,2,0.0018922211565877809
46098.0,86,8,4,1.0,51,166,120,11,2,0.0026030933425887763
22585.0,23,9,3,1.0,56,159,81,5,0,0.0035862923935181088
30279.0,13,8,3,1.0,37,161,37,5,1,0.0012219286657859975
66426.0,14,6,5,2.0,65,152,1377,20,1,0.02072952263386876
30822.0,92,7,3,1.0,57,156,51,5,1,0.0016546085715212666
33581.0,38,8,5,3.0,57,161,17,4,2,0.0005062235721517479
19986.0,74,7,3,3.0,41,151,22,4,1,0.001100715465052284
27421.0,14,7,3,5.0,72,162,324,14,0,0.011815330756327036
35688.0,94,8,2,3.0,53,166,211,16,3,0.005912185827565916
36143.0,33,3,4,1.0,45,146,19,4,1,0.0005256750774679062
10245.0,32,5,3,1.0,55,157,41,8,1,0.004001561585008784
43795.0,11,7,4,2.0,58,152,492,17,1,0.011233902639510457
63381.0,78,2,3,2.0,66,164,1005,26,1,0.015856236786469344
38823.0,56,6,3,2.0,77,165,114,7,1,0.0029363280445085516
83664.0,57,5,5,4.0,58,157,1173,19,2,0.014020199605569833
90300.0,7,1,3,2.0,47,149,1738,19,0,0.019246741453583016
62499.0,0,4,4,2.0,47,150,222,12,1,0.003552
74293.0,66,2,3,1.0,33,145,1127,16,0,0.015169461867714755
51012.0,86,6,5,3.0,80,158,209,10,0,0.004096994883657107
70777.0,80,3,4,3.0,58,147,787,23,1,0.011119274350786967
68682.0,56,2,5,2.0,35,152,1598,24,0,0.02326631044072041
43824.0,18,8,3,3.0,55,165,186,12,2,0.004244152880775813
15345.0,51,8,3,2.0,42,165,47,6,1,0.003062687345236544
23442.0,71,7,3,1.0,39,162,27,5,1,0.0011517297274239646
14515.0,71,7,2,2.0,46,163,96,11,1,0.006613392119041058
31395.0,80,6,2,4.0,70,159,64,10,2,0.002038476239011339
75276.0,2,5,3,2.0,61,164,1040,23,0,0.01381564089961077
42373.0,83,5,3,1.0,52,154,163,13,2,0.003846698447160995
30507.0,29,7,3,2.0,66,159,343,11,0,0.011242952668152615
55521.0,11,7,5,1.0,71,151,446,24,3,0.008032851842512878
48006.0,55,6,3,3.0,61,144,41,5,2,0.0008540421188576666
27213.0,19,8,5,1.0,54,165,70,9,1,0.0025722054824722567
65808.0,1,6,5,4.0,55,144,272,14,2,0.004133173274172225
30351.0,19,9,5,2.0,52,156,46,6,1,0.0015155508697944123
50437.0,28,7,3,3.0,63,164,490,19,2,0.009714897497918236
23616.0,76,8,2,1.0,44,163,79,8,1,0.0033450480586018545
53858.0,50,4,3,3.0,50,163,915,17,1,0.016988804099593382
66465.0,1,6,5,3.0,71,158,1485,35,1,0.022342250173020793
46923.0,90,7,3,1.0,39,166,369,16,1,0.007863779728923366
75072.0,83,3,3,2.0,64,161,1073,19,1,0.01429275505174963
75865.0,73,1,5,3.0,83,146,1242,19,0,0.016370969867925026
